epoch,acc,loss,val_acc,val_loss
0,0.5117136845752892,1.3564377250679167,0.5650348833327792,1.2059792609615319
1,0.5776443814662124,1.1714135316991832,0.5818084386467165,1.1575216817416365
2,0.5961827472224815,1.1173645399532934,0.5900938810589762,1.1357945290286926
3,0.6095667482462543,1.078780536263512,0.5931098920411941,1.1279363351534342
4,0.6206269054082378,1.0475165919763307,0.5937007279091442,1.1282742150137075
5,0.6298484262916835,1.020763840347041,0.595229343941361,1.1321264187266142
